oid,fits_image_link
813211200009367,https://fits.ztf.snad.space/products/sci/2018/1203/362870/ztf_20181203362870_000813_zr_c11_o_q2_sciimg.fits
813211200010277,https://fits.ztf.snad.space/products/sci/2018/1104/424421/ztf_20181104424421_000813_zr_c11_o_q2_sciimg.fits
813215300005766,https://fits.ztf.snad.space/products/sci/2018/1112/361620/ztf_20181112361620_000813_zr_c15_o_q3_sciimg.fits
813211200007083,https://fits.ztf.snad.space/products/sci/2018/1104/424421/ztf_20181104424421_000813_zr_c11_o_q2_sciimg.fits
813211200009801,https://fits.ztf.snad.space/products/sci/2018/1006/506343/ztf_20181006506343_000813_zr_c11_o_q2_sciimg.fits
813216200006875,https://fits.ztf.snad.space/products/sci/2018/1128/363854/ztf_20181128363854_000813_zr_c16_o_q2_sciimg.fits
813211200008030,https://fits.ztf.snad.space/products/sci/2018/1204/237743/ztf_20181204237743_000813_zr_c11_o_q2_sciimg.fits
813211200003459,https://fits.ztf.snad.space/products/sci/2018/1128/363854/ztf_20181128363854_000813_zr_c11_o_q2_sciimg.fits
813209200003185,https://fits.ztf.snad.space/products/sci/2018/0830/511586/ztf_20180830511586_000813_zr_c09_o_q2_sciimg.fits
813211200009153,https://fits.ztf.snad.space/products/sci/2018/0921/505868/ztf_20180921505868_000813_zr_c11_o_q2_sciimg.fits
813211200022377,https://fits.ztf.snad.space/products/sci/2018/0901/449074/ztf_20180901449074_000813_zr_c11_o_q2_sciimg.fits
813211300015675,https://fits.ztf.snad.space/products/sci/2018/0825/462488/ztf_20180825462488_000813_zr_c11_o_q3_sciimg.fits
813209200004016,https://fits.ztf.snad.space/products/sci/2018/0830/511586/ztf_20180830511586_000813_zr_c09_o_q2_sciimg.fits
813215300000747,https://fits.ztf.snad.space/products/sci/2019/1229/286921/ztf_20191229286921_000813_zr_c15_o_q3_sciimg.fits
813208400024870,https://fits.ztf.snad.space/products/sci/2018/1205/255127/ztf_20181205255127_000813_zr_c08_o_q4_sciimg.fits
813204300004017,https://fits.ztf.snad.space/products/sci/2018/0911/497222/ztf_20180911497222_000813_zr_c04_o_q3_sciimg.fits
813204300002761,https://fits.ztf.snad.space/products/sci/2018/1112/361620/ztf_20181112361620_000813_zr_c04_o_q3_sciimg.fits
813213400011717,https://fits.ztf.snad.space/products/sci/2018/0830/511586/ztf_20180830511586_000813_zr_c13_o_q4_sciimg.fits
813204300001980,https://fits.ztf.snad.space/products/sci/2018/0911/497222/ztf_20180911497222_000813_zr_c04_o_q3_sciimg.fits
813213400000916,https://fits.ztf.snad.space/products/sci/2018/0830/511586/ztf_20180830511586_000813_zr_c13_o_q4_sciimg.fits
813206400005305,https://fits.ztf.snad.space/products/sci/2018/1203/362870/ztf_20181203362870_000813_zr_c06_o_q4_sciimg.fits
813206400005007,https://fits.ztf.snad.space/products/sci/2018/1203/362870/ztf_20181203362870_000813_zr_c06_o_q4_sciimg.fits
813215300007503,https://fits.ztf.snad.space/products/sci/2018/1109/387870/ztf_20181109387870_000813_zr_c15_o_q3_sciimg.fits
813209200008455,https://fits.ztf.snad.space/products/sci/2018/0922/510868/ztf_20180922510868_000813_zr_c09_o_q2_sciimg.fits
813216200004498,https://fits.ztf.snad.space/products/sci/2018/1107/407627/ztf_20181107407627_000813_zr_c16_o_q2_sciimg.fits
813211200014093,https://fits.ztf.snad.space/products/sci/2019/0331/140556/ztf_20190331140556_000813_zr_c11_o_q2_sciimg.fits
813207400006591,https://fits.ztf.snad.space/products/sci/2019/0830/493495/ztf_20190830493495_000813_zr_c07_o_q4_sciimg.fits
813209200018021,https://fits.ztf.snad.space/products/sci/2018/0830/511586/ztf_20180830511586_000813_zr_c09_o_q2_sciimg.fits
813213400006866,https://fits.ztf.snad.space/products/sci/2018/0830/511586/ztf_20180830511586_000813_zr_c13_o_q4_sciimg.fits
813204300004706,https://fits.ztf.snad.space/products/sci/2018/0927/494317/ztf_20180927494317_000813_zr_c04_o_q3_sciimg.fits
813204300001335,https://fits.ztf.snad.space/products/sci/2018/0917/515498/ztf_20180917515498_000813_zr_c04_o_q3_sciimg.fits
813213400005694,https://fits.ztf.snad.space/products/sci/2018/0830/511586/ztf_20180830511586_000813_zr_c13_o_q4_sciimg.fits
813208400008531,https://fits.ztf.snad.space/products/sci/2018/0917/515498/ztf_20180917515498_000813_zr_c08_o_q4_sciimg.fits
813204300003048,https://fits.ztf.snad.space/products/sci/2018/1204/278565/ztf_20181204278565_000813_zr_c04_o_q3_sciimg.fits
813204300004773,https://fits.ztf.snad.space/products/sci/2018/1222/296331/ztf_20181222296331_000813_zr_c04_o_q3_sciimg.fits
813204300001666,https://fits.ztf.snad.space/products/sci/2020/0125/170382/ztf_20200125170382_000813_zr_c04_o_q3_sciimg.fits
813204300001464,https://fits.ztf.snad.space/products/sci/2019/0320/160440/ztf_20190320160440_000813_zr_c04_o_q3_sciimg.fits
813215300009078,https://fits.ztf.snad.space/products/sci/2018/0925/452674/ztf_20180925452674_000813_zr_c15_o_q3_sciimg.fits
813215300007726,https://fits.ztf.snad.space/products/sci/2018/0921/505868/ztf_20180921505868_000813_zr_c15_o_q3_sciimg.fits
813215300005474,https://fits.ztf.snad.space/products/sci/2019/1010/470347/ztf_20191010470347_000813_zg_c15_o_q3_sciimg.fits
