oid,fits_image_link
686216200001196,https://fits.ztf.snad.space/products/sci/2018/0815/284201/ztf_20180815284201_000686_zr_c16_o_q2_sciimg.fits
686214100087561,https://fits.ztf.snad.space/products/sci/2018/0815/281400/ztf_20180815281400_000686_zr_c14_o_q1_sciimg.fits
686210200154858,https://fits.ztf.snad.space/products/sci/2018/0815/272998/ztf_20180815272998_000686_zr_c10_o_q2_sciimg.fits
686210200140620,https://fits.ztf.snad.space/products/sci/2018/0815/291678/ztf_20180815291678_000686_zr_c10_o_q2_sciimg.fits
686201400068262,https://fits.ztf.snad.space/products/sci/2018/0815/223796/ztf_20180815223796_000686_zr_c01_o_q4_sciimg.fits
686206400146416,https://fits.ztf.snad.space/products/sci/2018/0816/201030/ztf_20180816201030_000686_zr_c06_o_q4_sciimg.fits
686210400156166,https://fits.ztf.snad.space/products/sci/2018/0806/301806/ztf_20180806301806_001727_zg_c01_o_q2_sciimg.fits
686207200166544,https://fits.ztf.snad.space/products/sci/2018/0816/300440/ztf_20180816300440_000686_zr_c07_o_q2_sciimg.fits
686206400147801,https://fits.ztf.snad.space/products/sci/2018/0816/300440/ztf_20180816300440_000686_zr_c06_o_q4_sciimg.fits
686202400157840,https://fits.ztf.snad.space/products/sci/2018/0816/254630/ztf_20180816254630_000686_zr_c02_o_q4_sciimg.fits
686210200157119,https://fits.ztf.snad.space/products/sci/2018/0815/288877/ztf_20180815288877_000686_zr_c10_o_q2_sciimg.fits
686204200008449,https://fits.ztf.snad.space/products/sci/2018/0816/232025/ztf_20180816232025_000686_zr_c04_o_q2_sciimg.fits
686203200173527,https://fits.ztf.snad.space/products/sci/2018/0831/254699/ztf_20180831254699_000686_zr_c03_o_q2_sciimg.fits
686212300129541,https://fits.ztf.snad.space/products/sci/2018/0816/247813/ztf_20180816247813_000686_zr_c12_o_q3_sciimg.fits
686207300126203,https://fits.ztf.snad.space/products/sci/2018/0822/277674/ztf_20180822277674_000686_zr_c07_o_q3_sciimg.fits
686211300051621,https://fits.ztf.snad.space/products/sci/2018/0816/302315/ztf_20180816302315_000686_zr_c11_o_q3_sciimg.fits
686214100117434,https://fits.ztf.snad.space/products/sci/2018/0811/321644/ztf_20180811321644_000686_zr_c14_o_q1_sciimg.fits
686206400122589,https://fits.ztf.snad.space/products/sci/2018/0816/280810/ztf_20180816280810_000686_zr_c06_o_q4_sciimg.fits
686206200156518,https://fits.ztf.snad.space/products/sci/2018/0816/225035/ztf_20180816225035_000686_zr_c06_o_q2_sciimg.fits
686210200140616,https://fits.ztf.snad.space/products/sci/2018/0815/301956/ztf_20180815301956_000686_zr_c10_o_q2_sciimg.fits
686214100052687,https://fits.ztf.snad.space/products/sci/2018/0815/282338/ztf_20180815282338_000686_zr_c14_o_q1_sciimg.fits
686206100164761,https://fits.ztf.snad.space/products/sci/2018/0816/280810/ztf_20180816280810_000686_zr_c06_o_q1_sciimg.fits
686204200161842,https://fits.ztf.snad.space/products/sci/2018/0816/199167/ztf_20180816199167_000686_zr_c04_o_q2_sciimg.fits
686205400061849,https://fits.ztf.snad.space/products/sci/2018/0816/303241/ztf_20180816303241_000686_zr_c05_o_q4_sciimg.fits
686207200085235,https://fits.ztf.snad.space/products/sci/2018/0816/291100/ztf_20180816291100_000686_zr_c07_o_q2_sciimg.fits
686210200110248,https://fits.ztf.snad.space/products/sci/2018/0815/303819/ztf_20180815303819_000686_zr_c10_o_q2_sciimg.fits
