oid,fits_image_link
737211200012405,https://fits.ztf.snad.space/products/sci/2018/0617/471968/ztf_20180617471968_000737_zr_c11_o_q2_sciimg.fits
737211200009731,https://fits.ztf.snad.space/products/sci/2018/0617/471968/ztf_20180617471968_000737_zr_c11_o_q2_sciimg.fits
737211200023318,https://fits.ztf.snad.space/products/sci/2018/0617/471968/ztf_20180617471968_000737_zr_c11_o_q2_sciimg.fits
737208200013370,https://fits.ztf.snad.space/products/sci/2018/1107/271146/ztf_20181107271146_000737_zr_c08_o_q2_sciimg.fits
737211200009888,https://fits.ztf.snad.space/products/sci/2018/1107/271146/ztf_20181107271146_000737_zr_c11_o_q2_sciimg.fits
737215300013972,https://fits.ztf.snad.space/products/sci/2018/1104/259815/ztf_20181104259815_000737_zr_c15_o_q3_sciimg.fits
737208200011685,https://fits.ztf.snad.space/products/sci/2018/1112/201863/ztf_20181112201863_000737_zr_c08_o_q2_sciimg.fits
737215300009787,https://fits.ztf.snad.space/products/sci/2018/0924/274005/ztf_20180924274005_000737_zr_c15_o_q3_sciimg.fits
737204300001522,https://fits.ztf.snad.space/products/sci/2018/1112/201863/ztf_20181112201863_000737_zr_c04_o_q3_sciimg.fits
737208400026697,https://fits.ztf.snad.space/products/sci/2018/0708/405440/ztf_20180708405440_000737_zr_c08_o_q4_sciimg.fits
737204400023305,https://fits.ztf.snad.space/products/sci/2018/1104/261215/ztf_20181104261215_000737_zr_c04_o_q4_sciimg.fits
737210100034602,https://fits.ztf.snad.space/products/sci/2018/0922/405694/ztf_20180922405694_000737_zr_c10_o_q1_sciimg.fits
737216200003223,https://fits.ztf.snad.space/products/sci/2018/0608/428843/ztf_20180608428843_000737_zr_c16_o_q2_sciimg.fits
737211300031415,https://fits.ztf.snad.space/products/sci/2018/1107/271146/ztf_20181107271146_000737_zr_c11_o_q3_sciimg.fits
737210300008819,https://fits.ztf.snad.space/products/sci/2018/0919/429711/ztf_20180919429711_000737_zr_c10_o_q3_sciimg.fits
737211200009555,https://fits.ztf.snad.space/products/sci/2018/0921/344016/ztf_20180921344016_000737_zr_c11_o_q2_sciimg.fits
737215300019539,https://fits.ztf.snad.space/products/sci/2018/1107/271146/ztf_20181107271146_000737_zr_c15_o_q3_sciimg.fits
