oid,fits_image_link
635209100000987,https://fits.ztf.snad.space/products/sci/2018/0904/253681/ztf_20180904253681_000635_zg_c09_o_q1_sciimg.fits
635209100031758,https://fits.ztf.snad.space/products/sci/2018/0902/254896/ztf_20180902254896_000635_zr_c09_o_q1_sciimg.fits
635204400038741,https://fits.ztf.snad.space/products/sci/2018/0819/252604/ztf_20180819252604_000635_zr_c04_o_q4_sciimg.fits
635204400044964,https://fits.ztf.snad.space/products/sci/2018/0819/269965/ztf_20180819269965_000635_zr_c04_o_q4_sciimg.fits
635209200034652,https://fits.ztf.snad.space/products/sci/2018/0605/352002/ztf_20180605352002_000635_zr_c09_o_q2_sciimg.fits
635209200037156,https://fits.ztf.snad.space/products/sci/2018/0816/183912/ztf_20180816183912_000635_zr_c09_o_q2_sciimg.fits
635206400011597,https://fits.ztf.snad.space/products/sci/2018/0928/111921/ztf_20180928111921_000635_zr_c06_o_q4_sciimg.fits
635202400029973,https://fits.ztf.snad.space/products/sci/2018/0910/148588/ztf_20180910148588_000635_zr_c02_o_q4_sciimg.fits
635202400011742,https://fits.ztf.snad.space/products/sci/2018/0831/136551/ztf_20180831136551_000635_zr_c02_o_q4_sciimg.fits
635206400011034,https://fits.ztf.snad.space/products/sci/2018/0421/421968/ztf_20180421421968_000635_zr_c06_o_q4_sciimg.fits
635212100037928,https://fits.ztf.snad.space/products/sci/2018/0702/352014/ztf_20180702352014_000635_zr_c12_o_q1_sciimg.fits
635215400030618,https://fits.ztf.snad.space/products/sci/2018/0923/150706/ztf_20180923150706_000635_zr_c15_o_q4_sciimg.fits
635206100018391,https://fits.ztf.snad.space/products/sci/2018/0321/520637/ztf_20180321520637_000635_zr_c06_o_q1_sciimg.fits
635204400044306,https://fits.ztf.snad.space/products/sci/2018/0823/248785/ztf_20180823248785_000635_zr_c04_o_q4_sciimg.fits
635206400014177,https://fits.ztf.snad.space/products/sci/2018/0926/145023/ztf_20180926145023_000635_zr_c06_o_q4_sciimg.fits
635209100035210,https://fits.ztf.snad.space/products/sci/2018/0829/208588/ztf_20180829208588_000635_zr_c09_o_q1_sciimg.fits
635212200014720,https://fits.ztf.snad.space/products/sci/2018/0609/295984/ztf_20180609295984_000635_zr_c12_o_q2_sciimg.fits
635211300025727,https://fits.ztf.snad.space/products/sci/2018/0703/316389/ztf_20180703316389_000635_zr_c11_o_q3_sciimg.fits
635209100024985,https://fits.ztf.snad.space/products/sci/2018/0411/382801/ztf_20180411382801_000635_zr_c09_o_q1_sciimg.fits
635206200015674,https://fits.ztf.snad.space/products/sci/2018/0928/111921/ztf_20180928111921_000635_zr_c06_o_q2_sciimg.fits
635206200011127,https://fits.ztf.snad.space/products/sci/2018/0321/464190/ztf_20180321464190_000635_zr_c06_o_q2_sciimg.fits
635206100022429,https://fits.ztf.snad.space/products/sci/2018/0702/359664/ztf_20180702359664_000635_zr_c06_o_q1_sciimg.fits
635204200009610,https://fits.ztf.snad.space/products/sci/2018/0411/447049/ztf_20180411447049_000635_zr_c04_o_q2_sciimg.fits
635202400030871,https://fits.ztf.snad.space/products/sci/2018/0716/338102/ztf_20180716338102_000635_zr_c02_o_q4_sciimg.fits
635209100037745,https://fits.ztf.snad.space/products/sci/2018/0604/353299/ztf_20180604353299_000635_zr_c09_o_q1_sciimg.fits
635214100042898,https://fits.ztf.snad.space/products/sci/2018/0411/465961/ztf_20180411465961_000635_zr_c14_o_q1_sciimg.fits
635211100029207,https://fits.ztf.snad.space/products/sci/2018/0922/112812/ztf_20180922112812_000635_zr_c11_o_q1_sciimg.fits
635211100027479,https://fits.ztf.snad.space/products/sci/2018/0422/422593/ztf_20180422422593_000635_zr_c11_o_q1_sciimg.fits
635209100037536,https://fits.ztf.snad.space/products/sci/2018/0926/145023/ztf_20180926145023_000635_zr_c09_o_q1_sciimg.fits
635206200036295,https://fits.ztf.snad.space/products/sci/2018/0824/190463/ztf_20180824190463_000635_zr_c06_o_q2_sciimg.fits
635209100030287,https://fits.ztf.snad.space/products/sci/2018/0829/208588/ztf_20180829208588_000635_zr_c09_o_q1_sciimg.fits
635209200026936,https://fits.ztf.snad.space/products/sci/2018/0321/440938/ztf_20180321440938_000635_zr_c09_o_q2_sciimg.fits
635213400020144,https://fits.ztf.snad.space/products/sci/2018/0321/520637/ztf_20180321520637_000635_zr_c13_o_q4_sciimg.fits
635206200034390,https://fits.ztf.snad.space/products/sci/2018/0321/498542/ztf_20180321498542_000635_zr_c06_o_q2_sciimg.fits
635208300024453,https://fits.ztf.snad.space/products/sci/2018/0321/497593/ztf_20180321497593_000635_zr_c08_o_q3_sciimg.fits
635212200044049,https://fits.ztf.snad.space/products/sci/2018/0927/192268/ztf_20180927192268_000635_zr_c12_o_q2_sciimg.fits
635212300025854,https://fits.ztf.snad.space/products/sci/2018/0823/270208/ztf_20180823270208_000635_zr_c12_o_q3_sciimg.fits
635216300026794,https://fits.ztf.snad.space/products/sci/2018/0726/210556/ztf_20180726210556_000635_zr_c16_o_q3_sciimg.fits
635209200017404,https://fits.ztf.snad.space/products/sci/2018/0801/169722/ztf_20180801169722_000635_zr_c09_o_q2_sciimg.fits
635203100040415,https://fits.ztf.snad.space/products/sci/2018/0928/213414/ztf_20180928213414_000635_zr_c03_o_q1_sciimg.fits
635206100027517,https://fits.ztf.snad.space/products/sci/2018/0418/420718/ztf_20180418420718_000635_zr_c06_o_q1_sciimg.fits
635204300017424,https://fits.ztf.snad.space/products/sci/2018/0923/136701/ztf_20180923136701_000635_zr_c04_o_q3_sciimg.fits
635203100041090,https://fits.ztf.snad.space/products/sci/2018/0411/447986/ztf_20180411447986_000635_zr_c03_o_q1_sciimg.fits
635205200025304,https://fits.ztf.snad.space/products/sci/2018/0830/234120/ztf_20180830234120_000635_zr_c05_o_q2_sciimg.fits
635205300045242,https://fits.ztf.snad.space/products/sci/2018/0925/211227/ztf_20180925211227_000635_zr_c05_o_q3_sciimg.fits
635214300021207,https://fits.ztf.snad.space/products/sci/2018/0925/233229/ztf_20180925233229_000635_zr_c14_o_q3_sciimg.fits
