oid,fits_image_link
437211200051197,https://fits.ztf.snad.space/products/sci/2018/0818/309167/ztf_20180818309167_000437_zr_c11_o_q2_sciimg.fits
437211200089291,https://fits.ztf.snad.space/products/sci/2018/0818/292639/ztf_20180818292639_000437_zr_c11_o_q2_sciimg.fits
437211200003348,https://fits.ztf.snad.space/products/sci/2018/0818/305961/ztf_20180818305961_000437_zr_c11_o_q2_sciimg.fits
437211200051300,https://fits.ztf.snad.space/products/sci/2018/0818/328009/ztf_20180818328009_000437_zr_c11_o_q2_sciimg.fits
437211200003278,https://fits.ztf.snad.space/products/sci/2018/0818/287118/ztf_20180818287118_000437_zr_c11_o_q2_sciimg.fits
437211200051429,https://fits.ztf.snad.space/products/sci/2018/0818/325718/ztf_20180818325718_000437_zr_c11_o_q2_sciimg.fits
437211200003735,https://fits.ztf.snad.space/products/sci/2018/0827/293970/ztf_20180827293970_000437_zr_c11_o_q2_sciimg.fits
437211200003574,https://fits.ztf.snad.space/products/sci/2018/0818/328009/ztf_20180818328009_000437_zr_c11_o_q2_sciimg.fits
437206100054892,https://fits.ztf.snad.space/products/sci/2018/0818/302280/ztf_20180818302280_000437_zr_c06_o_q1_sciimg.fits
437211200003404,https://fits.ztf.snad.space/products/sci/2018/0818/300451/ztf_20180818300451_000437_zr_c11_o_q2_sciimg.fits
437211300162576,https://fits.ztf.snad.space/products/sci/2018/0817/291331/ztf_20180817291331_000437_zr_c11_o_q3_sciimg.fits
437211200150209,https://fits.ztf.snad.space/products/sci/2018/0902/210220/ztf_20180902210220_000437_zr_c11_o_q2_sciimg.fits
437202400110142,https://fits.ztf.snad.space/products/sci/2018/0818/328009/ztf_20180818328009_000437_zr_c02_o_q4_sciimg.fits
437211200051283,https://fits.ztf.snad.space/products/sci/2018/0818/328009/ztf_20180818328009_000437_zr_c11_o_q2_sciimg.fits
437211300157358,https://fits.ztf.snad.space/products/sci/2018/0817/317037/ztf_20180817317037_000437_zr_c11_o_q3_sciimg.fits
437211200089545,https://fits.ztf.snad.space/products/sci/2018/0818/324340/ztf_20180818324340_000437_zr_c11_o_q2_sciimg.fits
437211200003316,https://fits.ztf.snad.space/products/sci/2018/0818/294479/ztf_20180818294479_000437_zr_c11_o_q2_sciimg.fits
437211300136639,https://fits.ztf.snad.space/products/sci/2018/0817/318866/ztf_20180817318866_000437_zr_c11_o_q3_sciimg.fits
437211200089718,https://fits.ztf.snad.space/products/sci/2018/0818/328009/ztf_20180818328009_000437_zr_c11_o_q2_sciimg.fits
437211200089665,https://fits.ztf.snad.space/products/sci/2018/0818/327558/ztf_20180818327558_000437_zr_c11_o_q2_sciimg.fits
437211200089563,https://fits.ztf.snad.space/products/sci/2018/0818/323877/ztf_20180818323877_000437_zr_c11_o_q2_sciimg.fits
437211200003650,https://fits.ztf.snad.space/products/sci/2018/0818/328009/ztf_20180818328009_000437_zr_c11_o_q2_sciimg.fits
437211200003774,https://fits.ztf.snad.space/products/sci/2018/0902/210220/ztf_20180902210220_000437_zr_c11_o_q2_sciimg.fits
437206100005004,https://fits.ztf.snad.space/products/sci/2018/0818/316979/ztf_20180818316979_000437_zr_c06_o_q1_sciimg.fits
437211300088634,https://fits.ztf.snad.space/products/sci/2018/0817/292708/ztf_20180817292708_000437_zr_c11_o_q3_sciimg.fits
437211300162311,https://fits.ztf.snad.space/products/sci/2018/0817/304178/ztf_20180817304178_000437_zr_c11_o_q3_sciimg.fits
437209200099511,https://fits.ztf.snad.space/products/sci/2018/0817/307859/ztf_20180817307859_000437_zr_c09_o_q2_sciimg.fits
437211300153919,https://fits.ztf.snad.space/products/sci/2018/0817/317037/ztf_20180817317037_000437_zr_c11_o_q3_sciimg.fits
437211300157316,https://fits.ztf.snad.space/products/sci/2018/0817/309688/ztf_20180817309688_000437_zr_c11_o_q3_sciimg.fits
437209400112901,https://fits.ztf.snad.space/products/sci/2018/0821/228935/ztf_20180821228935_000437_zr_c09_o_q4_sciimg.fits
437204400128069,https://fits.ztf.snad.space/products/sci/2018/0818/245266/ztf_20180818245266_000437_zr_c04_o_q4_sciimg.fits
437202400083663,https://fits.ztf.snad.space/products/sci/2018/0818/268762/ztf_20180818268762_000437_zr_c02_o_q4_sciimg.fits
437202400065811,https://fits.ztf.snad.space/products/sci/2018/0818/322500/ztf_20180818322500_000437_zr_c02_o_q4_sciimg.fits
