oid,fits_image_link
831211200014681,https://fits.ztf.snad.space/products/sci/2018/0519/412153/ztf_20180519412153_000831_zr_c11_o_q2_sciimg.fits
831211200037367,https://fits.ztf.snad.space/products/sci/2018/0518/468877/ztf_20180518468877_000831_zr_c11_o_q2_sciimg.fits
831204300013148,https://fits.ztf.snad.space/products/sci/2018/0803/322882/ztf_20180803322882_000831_zr_c04_o_q3_sciimg.fits
831211200050755,https://fits.ztf.snad.space/products/sci/2018/0409/494433/ztf_20180409494433_000831_zr_c11_o_q2_sciimg.fits
831208400025217,https://fits.ztf.snad.space/products/sci/2018/0730/364236/ztf_20180730364236_000831_zr_c08_o_q4_sciimg.fits
831208200027920,https://fits.ztf.snad.space/products/sci/2018/0826/399398/ztf_20180826399398_000831_zr_c08_o_q2_sciimg.fits
831211200017755,https://fits.ztf.snad.space/products/sci/2018/0823/469479/ztf_20180823469479_000831_zr_c11_o_q2_sciimg.fits
831211200027750,https://fits.ztf.snad.space/products/sci/2018/0823/469479/ztf_20180823469479_000831_zr_c11_o_q2_sciimg.fits
831206400008010,https://fits.ztf.snad.space/products/sci/2018/0621/475868/ztf_20180621475868_000831_zr_c06_o_q4_sciimg.fits
831210400009570,https://fits.ztf.snad.space/products/sci/2018/0926/426262/ztf_20180926426262_000831_zr_c10_o_q4_sciimg.fits
831212200017483,https://fits.ztf.snad.space/products/sci/2018/0703/405926/ztf_20180703405926_000831_zr_c12_o_q2_sciimg.fits
831212100009234,https://fits.ztf.snad.space/products/sci/2018/0711/425150/ztf_20180711425150_000831_zr_c12_o_q1_sciimg.fits
831211200025942,https://fits.ztf.snad.space/products/sci/2018/0803/322882/ztf_20180803322882_000831_zr_c11_o_q2_sciimg.fits
831208200050807,https://fits.ztf.snad.space/products/sci/2018/0814/432303/ztf_20180814432303_000831_zr_c08_o_q2_sciimg.fits
831206400002391,https://fits.ztf.snad.space/products/sci/2018/1223/158565/ztf_20181223158565_000831_zr_c06_o_q4_sciimg.fits
831211200029026,https://fits.ztf.snad.space/products/sci/2018/0917/392118/ztf_20180917392118_000831_zr_c11_o_q2_sciimg.fits
831201400001115,https://fits.ztf.snad.space/products/sci/2018/0703/405926/ztf_20180703405926_000831_zr_c01_o_q4_sciimg.fits
831206400011213,https://fits.ztf.snad.space/products/sci/2018/0828/255984/ztf_20180828255984_000831_zr_c06_o_q4_sciimg.fits
831211200028792,https://fits.ztf.snad.space/products/sci/2019/1216/091829/ztf_20191216091829_000831_zr_c11_o_q2_sciimg.fits
831211200011849,https://fits.ztf.snad.space/products/sci/2018/0803/322882/ztf_20180803322882_000831_zr_c11_o_q2_sciimg.fits
831204300001935,https://fits.ztf.snad.space/products/sci/2018/0725/473634/ztf_20180725473634_000831_zr_c04_o_q3_sciimg.fits
831206300027634,https://fits.ztf.snad.space/products/sci/2019/0920/192049/ztf_20190920192049_000831_zr_c06_o_q3_sciimg.fits
831211200021201,https://fits.ztf.snad.space/products/sci/2018/0814/432303/ztf_20180814432303_000831_zr_c11_o_q2_sciimg.fits
831204300017881,https://fits.ztf.snad.space/products/sci/2018/0620/453947/ztf_20180620453947_000831_zr_c04_o_q3_sciimg.fits
831210400054346,https://fits.ztf.snad.space/products/sci/2018/0826/463843/ztf_20180826463843_000831_zr_c10_o_q4_sciimg.fits
831215300020951,https://fits.ztf.snad.space/products/sci/2018/0814/432303/ztf_20180814432303_000831_zr_c15_o_q3_sciimg.fits
831211200030575,https://fits.ztf.snad.space/products/sci/2018/0814/432303/ztf_20180814432303_000831_zr_c11_o_q2_sciimg.fits
831216300025831,https://fits.ztf.snad.space/products/sci/2019/0606/473322/ztf_20190606473322_000831_zr_c16_o_q3_sciimg.fits
831205400006945,https://fits.ztf.snad.space/products/sci/2018/0827/411887/ztf_20180827411887_000831_zr_c05_o_q4_sciimg.fits
831211200024366,https://fits.ztf.snad.space/products/sci/2018/0926/426262/ztf_20180926426262_000831_zr_c11_o_q2_sciimg.fits
831212100011011,https://fits.ztf.snad.space/products/sci/2018/0703/405926/ztf_20180703405926_000831_zr_c12_o_q1_sciimg.fits
831206400006832,https://fits.ztf.snad.space/products/sci/2018/0820/388079/ztf_20180820388079_000831_zr_c06_o_q4_sciimg.fits
831211200009021,https://fits.ztf.snad.space/products/sci/2018/0802/339051/ztf_20180802339051_000831_zr_c11_o_q2_sciimg.fits
831201400023233,https://fits.ztf.snad.space/products/sci/2018/0711/425150/ztf_20180711425150_000831_zr_c01_o_q4_sciimg.fits
831215300025876,https://fits.ztf.snad.space/products/sci/2018/0803/322882/ztf_20180803322882_000831_zr_c15_o_q3_sciimg.fits
831211200012786,https://fits.ztf.snad.space/products/sci/2018/0717/447581/ztf_20180717447581_000831_zr_c11_o_q2_sciimg.fits
831208200036276,https://fits.ztf.snad.space/products/sci/2018/0827/411887/ztf_20180827411887_000831_zr_c08_o_q2_sciimg.fits
831204300050377,https://fits.ztf.snad.space/products/sci/2018/0612/469491/ztf_20180612469491_000831_zr_c04_o_q3_sciimg.fits
831215300015948,https://fits.ztf.snad.space/products/sci/2018/0925/273773/ztf_20180925273773_000831_zr_c15_o_q3_sciimg.fits
831204300035499,https://fits.ztf.snad.space/products/sci/2018/0612/469491/ztf_20180612469491_000831_zr_c04_o_q3_sciimg.fits
831204300062783,https://fits.ztf.snad.space/products/sci/2018/0924/268090/ztf_20180924268090_000831_zr_c04_o_q3_sciimg.fits
