oid,fits_image_link
683204100034776,https://fits.ztf.snad.space/products/sci/2018/0731/353611/ztf_20180731353611_000683_zr_c04_o_q1_sciimg.fits
683204100029170,https://fits.ztf.snad.space/products/sci/2018/0724/294259/ztf_20180724294259_000683_zr_c04_o_q1_sciimg.fits
683204100045820,https://fits.ztf.snad.space/products/sci/2018/0724/350451/ztf_20180724350451_000683_zr_c04_o_q1_sciimg.fits
683215100022103,https://fits.ztf.snad.space/products/sci/2018/0605/329919/ztf_20180605329919_000683_zr_c15_o_q1_sciimg.fits
683215100046594,https://fits.ztf.snad.space/products/sci/2018/0613/350926/ztf_20180613350926_000683_zr_c15_o_q1_sciimg.fits
683215100030115,https://fits.ztf.snad.space/products/sci/2018/0724/338576/ztf_20180724338576_000683_zr_c15_o_q1_sciimg.fits
683213200035766,https://fits.ztf.snad.space/products/sci/2018/0620/266123/ztf_20180620266123_000683_zr_c13_o_q2_sciimg.fits
683215100045775,https://fits.ztf.snad.space/products/sci/2018/0623/329016/ztf_20180623329016_000683_zr_c15_o_q1_sciimg.fits
683215100035302,https://fits.ztf.snad.space/products/sci/2018/0628/347917/ztf_20180628347917_000683_zr_c15_o_q1_sciimg.fits
683207400032110,https://fits.ztf.snad.space/products/sci/2018/0724/353194/ztf_20180724353194_000683_zr_c07_o_q4_sciimg.fits
683206400040449,https://fits.ztf.snad.space/products/sci/2018/0724/320301/ztf_20180724320301_000683_zr_c06_o_q4_sciimg.fits
683213200044938,https://fits.ztf.snad.space/products/sci/2018/0724/297454/ztf_20180724297454_000683_zr_c13_o_q2_sciimg.fits
683206400047286,https://fits.ztf.snad.space/products/sci/2018/0612/335174/ztf_20180612335174_000683_zr_c06_o_q4_sciimg.fits
683205200050928,https://fits.ztf.snad.space/products/sci/2018/0724/320301/ztf_20180724320301_000683_zr_c05_o_q2_sciimg.fits
683206400047128,https://fits.ztf.snad.space/products/sci/2018/0724/318472/ztf_20180724318472_000683_zr_c06_o_q4_sciimg.fits
683201400057857,https://fits.ztf.snad.space/products/sci/2018/0724/354109/ztf_20180724354109_000683_zr_c01_o_q4_sciimg.fits
683202400042984,https://fits.ztf.snad.space/products/sci/2018/0928/235972/ztf_20180928235972_000683_zr_c02_o_q4_sciimg.fits
683206400041585,https://fits.ztf.snad.space/products/sci/2018/0731/353611/ztf_20180731353611_000683_zr_c06_o_q4_sciimg.fits
683205200038654,https://fits.ztf.snad.space/products/sci/2018/0724/327604/ztf_20180724327604_000683_zr_c05_o_q2_sciimg.fits
683212400045048,https://fits.ztf.snad.space/products/sci/2018/0730/329641/ztf_20180730329641_000683_zr_c12_o_q4_sciimg.fits
683206400018303,https://fits.ztf.snad.space/products/sci/2018/0724/342685/ztf_20180724342685_000683_zr_c06_o_q4_sciimg.fits
683206400014776,https://fits.ztf.snad.space/products/sci/2018/0724/320301/ztf_20180724320301_000683_zr_c06_o_q4_sciimg.fits
683206400028304,https://fits.ztf.snad.space/products/sci/2018/0724/320301/ztf_20180724320301_000683_zr_c06_o_q4_sciimg.fits
683213200035620,https://fits.ztf.snad.space/products/sci/2018/0724/310706/ztf_20180724310706_000683_zr_c13_o_q2_sciimg.fits
683206400037244,https://fits.ztf.snad.space/products/sci/2018/0409/486898/ztf_20180409486898_000683_zr_c06_o_q4_sciimg.fits
683205400038543,https://fits.ztf.snad.space/products/sci/2018/0726/249595/ztf_20180726249595_000683_zr_c05_o_q4_sciimg.fits
683206400040843,https://fits.ztf.snad.space/products/sci/2018/0724/346343/ztf_20180724346343_000683_zr_c06_o_q4_sciimg.fits
683202400031627,https://fits.ztf.snad.space/products/sci/2019/0610/324248/ztf_20190610324248_000683_zr_c02_o_q4_sciimg.fits
683210100050140,https://fits.ztf.snad.space/products/sci/2018/0619/288553/ztf_20180619288553_000683_zr_c10_o_q1_sciimg.fits
683206200046355,https://fits.ztf.snad.space/products/sci/2018/0723/345995/ztf_20180723345995_000683_zr_c06_o_q2_sciimg.fits
683205200050242,https://fits.ztf.snad.space/products/sci/2018/0724/348623/ztf_20180724348623_000683_zr_c05_o_q2_sciimg.fits
683211400032150,https://fits.ztf.snad.space/products/sci/2018/0731/311991/ztf_20180731311991_000683_zr_c11_o_q4_sciimg.fits
683206200035936,https://fits.ztf.snad.space/products/sci/2018/0723/325451/ztf_20180723325451_000683_zr_c06_o_q2_sciimg.fits
683206400047784,https://fits.ztf.snad.space/products/sci/2018/0612/335174/ztf_20180612335174_000683_zr_c06_o_q4_sciimg.fits
683206400021881,https://fits.ztf.snad.space/products/sci/2018/0723/334583/ztf_20180723334583_000683_zr_c06_o_q4_sciimg.fits
683205200051597,https://fits.ztf.snad.space/products/sci/2018/0726/249595/ztf_20180726249595_000683_zr_c05_o_q2_sciimg.fits
683207400040353,https://fits.ztf.snad.space/products/sci/2018/0724/337199/ztf_20180724337199_000683_zr_c07_o_q4_sciimg.fits
683202400022582,https://fits.ztf.snad.space/products/sci/2018/0724/352280/ztf_20180724352280_000683_zr_c02_o_q4_sciimg.fits
683210100050320,https://fits.ztf.snad.space/products/sci/2018/0724/347257/ztf_20180724347257_000683_zr_c10_o_q1_sciimg.fits
683212400032292,https://fits.ztf.snad.space/products/sci/2018/0701/366238/ztf_20180701366238_001724_zr_c02_o_q2_sciimg.fits
683213300031350,https://fits.ztf.snad.space/products/sci/2018/0724/354109/ztf_20180724354109_000683_zr_c13_o_q3_sciimg.fits
683212200021909,https://fits.ztf.snad.space/products/sci/2018/0723/320428/ztf_20180723320428_000683_zr_c12_o_q2_sciimg.fits
683212300038996,https://fits.ztf.snad.space/products/sci/2018/0724/334919/ztf_20180724334919_000683_zr_c12_o_q3_sciimg.fits
683206400033741,https://fits.ztf.snad.space/products/sci/2018/0724/322581/ztf_20180724322581_000683_zr_c06_o_q4_sciimg.fits
683213100019012,https://fits.ztf.snad.space/products/sci/2018/0828/212199/ztf_20180828212199_000683_zr_c13_o_q1_sciimg.fits
